MONTH,Year,DISEASE,GENDER,NATIONALITY,AGE_GROUP,Detected Cases
07,2014,CKD,Male,Bilorussian,40-49,1
03,2017,Obesity,Male,Israeli,10-19,1
09,2017,Hypertension,Male,Israeli,30-39,2
02,2015,Obesity,Female,Russian,50-59,2
04,2014,Diabetes,Male,Israeli,70+,4
07,2016,Heart disease,Female,Moroccan,50-59,1
02,2009,Diabetes,Male,Uzbek,30-39,1
01,2012,Heart disease,Male,English,70+,1
01,2013,Heart disease,Female,Moroccan,70+,1
10,2009,Dyslipidemia,Female,Ucranian,60-69,1
06,2015,CKD,Male,Ucranian,20-29,2
07,2018,Diabetes,Male,Polonian,50-59,2
01,2019,Nash,Male,Polonian,50-59,1
08,2019,Heart disease,Male,Polonian,50-59,1
01,2016,Obesity,Female,Israeli,40-49,8
09,2015,Diabetes,Male,English,50-59,2
09,2015,Heart disease,Male,English,50-59,2
05,2019,Dyslipidemia,Male,English,50-59,1
05,2009,Dyslipidemia,Female,Rumanian,70+,3
07,2009,Dyslipidemia,Female,Argentinian,70+,2
09,2010,Heart disease,Female,Argentinian,70+,1
02,2015,Obesity,Female,Yemeni,20-29,1
03,2012,Nash,Male,Israeli,50-59,15
01,2019,Obesity,Female,Israeli,20-29,9
04,2009,Hypertension,Female,Russian,60-69,1
12,2012,Heart disease,Female,Polonian,70+,2
11,2011,Heart disease,Female,Israeli,30-39,2
05,2018,Obesity,Male,Indu,30-39,1
04,2016,Diabetes,Female,Israeli,40-49,5
04,2016,Obesity,Female,Israeli,40-49,11
08,2020,Dyslipidemia,Female,Israeli,40-49,5
11,2014,Diabetes,Male,Israeli,70+,7
09,2016,CKD,Female,Israeli,40-49,4
09,2016,Heart disease,Female,Israeli,40-49,4
09,2016,Nash,Female,Israeli,40-49,3
09,2010,CKD,Female,Israeli,60-69,8
09,2010,Hypertension,Female,Israeli,60-69,4
12,2012,Heart disease,Male,Uzbek,50-59,1
01,2014,CKD,Male,Israeli,50-59,7
09,2015,Diabetes,Female,Moroccan,40-49,1
09,2015,CKD,Female,Moroccan,40-49,1
09,2015,Hypertension,Female,Moroccan,40-49,1
02,2018,Dyslipidemia,Female,Moroccan,40-49,1
02,2018,Obesity,Female,Moroccan,40-49,1
06,2016,Dyslipidemia,Male,Israeli,40-49,9
06,2017,Obesity,Male,Ethiopian,70+,1
08,2018,CKD,Male,Ethiopian,70+,2
09,2012,Hypertension,Male,Israeli,20-29,1
08,2009,Hypertension,Female,Bilorussian,30-39,1
10,2015,Obesity,Male,Israeli,30-39,7
05,2014,Heart disease,Male,Ucranian,70+,2
01,2015,Dyslipidemia,Male,Ucranian,70+,5
01,2021,CKD,Male,Israeli,50-59,2
01,2021,Hypertension,Male,Israeli,50-59,3
04,2015,Dyslipidemia,Female,United States,70+,1
04,2016,Diabetes,Female,Israeli,20-29,4
08,2012,Nash,Male,Russian,50-59,2
10,2018,Dyslipidemia,Male,Egyptian,70+,3
10,2010,Dyslipidemia,Female,Israeli,70+,10
10,2018,Diabetes,Female,Rumanian,60-69,1
03,2019,CKD,Female,Rumanian,60-69,2
07,2014,Heart disease,Female,Israeli,40-49,2
04,2009,Diabetes,Female,Russian,50-59,4
02,2014,Obesity,Female,Israeli,70+,4
06,2018,Diabetes,Female,Ethiopian,70+,3
06,2018,Hypertension,Female,Ethiopian,70+,2
06,2018,Dyslipidemia,Female,Ethiopian,70+,5
06,2018,Heart disease,Female,Ethiopian,70+,2
07,2012,Dyslipidemia,Male,Azerbaijani,70+,1
02,2013,Diabetes,Male,Israeli,50-59,8
04,2013,Dyslipidemia,Male,Israeli,50-59,6
04,2020,Hypertension,Male,Israeli,50-59,4
11,2009,CKD,Male,Algerian,40-49,2
12,2012,Heart disease,Female,Russian,20-29,1
09,2016,CKD,Male,Rumanian,50-59,1
11,2018,Dyslipidemia,Female,English,70+,2
02,2019,Diabetes,Female,Israeli,50-59,4
08,2018,CKD,Female,Algerian,40-49,1
11,2016,Nash,Female,Bilorussian,50-59,1
07,2017,Obesity,Female,Bilorussian,50-59,1
02,2016,Nash,Male,Israeli,40-49,2
12,2015,Dyslipidemia,Female,Moroccan,70+,4
11,2012,Diabetes,Male,Russian,30-39,1
09,2017,Obesity,Male,Russian,70+,1
11,2015,Nash,Male,Ethiopian,40-49,1
11,2015,Obesity,Male,Ethiopian,40-49,1
07,2020,Dyslipidemia,Male,Ethiopian,40-49,1
03,2009,Diabetes,Female,Tunisian,60-69,1
07,2011,Dyslipidemia,Female,Israeli,50-59,3
07,2011,CKD,Female,Israeli,50-59,10
12,2012,CKD,Female,Algerian,70+,1
12,2012,Diabetes,Female,Algerian,70+,3
12,2012,Hypertension,Female,Algerian,70+,1
12,2012,Obesity,Female,Algerian,70+,1
12,2012,Heart disease,Female,Algerian,70+,1
01,2013,Dyslipidemia,Female,Algerian,70+,1
03,2009,Dyslipidemia,Male,Ucranian,40-49,1
04,2019,Obesity,Male,Ucranian,40-49,1
02,2015,Diabetes,Female,Rumanian,70+,1
04,2013,Obesity,Male,Algerian,50-59,1
10,2015,Dyslipidemia,Female,Rumanian,60-69,2
10,2015,Diabetes,Female,Rumanian,60-69,1
09,2009,Heart disease,Female,Polonian,70+,6
05,2020,Nash,Female,Israeli,70+,2
12,2010,Obesity,Male,Israeli,50-59,4
11,2009,CKD,Male,Moroccan,60-69,4
03,2012,Obesity,Male,Israeli,20-29,4
12,2016,Diabetes,Male,Israeli,20-29,1
12,2016,Nash,Male,Israeli,20-29,1
07,2015,Obesity,Female,Rumanian,50-59,2
10,2015,Obesity,Female,Israeli,30-39,15
10,2009,Heart disease,Male,Ucranian,50-59,3
10,2009,Obesity,Male,Ucranian,50-59,2
07,2017,Dyslipidemia,Male,Ucranian,50-59,1
02,2012,Dyslipidemia,Male,Rumanian,50-59,1
02,2012,Heart disease,Male,Rumanian,50-59,1
02,2012,Nash,Male,Rumanian,50-59,1
12,2015,Dyslipidemia,Female,Iraqui,70+,5
02,2020,Dyslipidemia,Female,Rumanian,70+,1
02,2020,Diabetes,Female,Rumanian,70+,1
04,2020,CKD,Female,Israeli,70+,5
09,2018,Nash,Male,Israeli,20-29,3
08,2015,CKD,Male,German,50-59,1
04,2018,Diabetes,Male,Russian,60-69,1
04,2018,CKD,Male,Russian,60-69,1
04,2018,Heart disease,Male,Russian,60-69,3
04,2018,Hypertension,Male,Russian,60-69,2
12,2015,CKD,Male,Yemeni,60-69,1
12,2015,Diabetes,Male,Yemeni,60-69,2
12,2015,Hypertension,Male,Yemeni,60-69,1
12,2015,Dyslipidemia,Male,Yemeni,60-69,1
12,2015,Heart disease,Male,Yemeni,60-69,2
02,2009,Heart disease,Female,English,70+,1
06,2015,Heart disease,Male,Tunisian,70+,2
05,2009,Diabetes,Male,French,60-69,1
07,2011,CKD,Male,French,60-69,1
07,2011,Hypertension,Male,French,60-69,1
04,2014,Nash,Male,French,60-69,1
04,2014,Obesity,Male,French,60-69,1
12,2016,Heart disease,Male,French,60-69,1
06,2012,Heart disease,Female,Ethiopian,70+,3
12,2018,CKD,Male,Ethiopian,50-59,1
04,2014,CKD,Female,Argentinian,20-29,1
11,2018,Diabetes,Male,Rumanian,40-49,1
11,2012,Nash,Female,Israeli,40-49,5
02,2018,Dyslipidemia,Male,Sirian,70+,1
10,2018,Heart disease,Male,Sirian,70+,1
01,2015,Obesity,Female,Israeli,10-19,1
10,2009,Hypertension,Female,Rumanian,60-69,1
01,2016,Diabetes,Male,Israeli,50-59,8
11,2009,CKD,Male,Bilorussian,40-49,1
11,2017,Nash,Male,Bilorussian,40-49,1
08,2016,Heart disease,Male,Rumanian,50-59,1
07,2019,CKD,Male,Rumanian,50-59,1
07,2019,Dyslipidemia,Male,Rumanian,50-59,1
02,2018,CKD,Female,Moroccan,60-69,1
06,2011,CKD,Female,Russian,70+,1
08,2012,Heart disease,Female,Azerbaijani,70+,1
06,2018,Obesity,Male,Israeli,20-29,6
09,2014,Hypertension,Female,Polonian,70+,1
07,2015,Obesity,Female,Polonian,70+,2
11,2011,Dyslipidemia,Female,Israeli,60-69,5
04,2009,Diabetes,Female,Bulgarian,40-49,1
07,2009,Dyslipidemia,Female,Bulgarian,40-49,1
12,2012,CKD,Female,Bulgarian,40-49,1
06,2009,Obesity,Female,Israeli,20-29,11
12,2012,Dyslipidemia,Male,Rumanian,60-69,1
07,2009,Dyslipidemia,Male,French,70+,1
04,2009,Diabetes,Male,Yemeni,20-29,1
09,2009,Heart disease,Female,Moroccan,60-69,2
10,2009,Hypertension,Female,Moroccan,60-69,1
01,2010,Dyslipidemia,Female,Moroccan,60-69,1
11,2012,CKD,Female,Algerian,70+,1
11,2012,Hypertension,Female,Algerian,70+,1
04,2013,CKD,Female,Yemeni,70+,1
12,2016,Hypertension,Female,Yemeni,70+,1
12,2016,Dyslipidemia,Female,Yemeni,70+,1
12,2016,Heart disease,Female,Yemeni,70+,1
03,2018,Heart disease,Female,Egyptian,70+,2
05,2012,CKD,Female,Bilorussian,70+,1
02,2018,Heart disease,Female,Turkish,50-59,1
07,2019,Diabetes,Female,Israeli,50-59,4
04,2011,CKD,Male,Iranian,40-49,1
05,2015,Nash,Male,Iranian,40-49,1
03,2016,CKD,Male,Polonian,70+,2
03,2016,Heart disease,Male,Polonian,70+,1
09,2017,Diabetes,Male,Israeli,40-49,4
09,2017,Nash,Male,Israeli,40-49,3
04,2019,Hypertension,Male,Israeli,40-49,3
05,2015,Nash,Female,Israeli,30-39,6
12,2017,Diabetes,Female,Israeli,20-29,5
07,2009,Obesity,Female,Russian,50-59,2
03,2015,Diabetes,Female,Russian,50-59,3
03,2015,Heart disease,Female,Russian,50-59,1
12,2016,Dyslipidemia,Female,Russian,50-59,1
01,2017,CKD,Female,Russian,50-59,2
01,2017,Hypertension,Female,Russian,50-59,1
01,2019,Dyslipidemia,Male,Ethiopian,70+,1
03,2018,CKD,Male,Moroccan,20-29,2
07,2010,Dyslipidemia,Male,Russian,70+,2
12,2016,Diabetes,Male,Russian,70+,2
05,2020,CKD,Male,Russian,70+,1
06,2015,Dyslipidemia,Male,Moroccan,60-69,3
06,2012,Dyslipidemia,Female,Argentinian,70+,1
08,2014,CKD,Female,Israeli,20-29,2
08,2014,Obesity,Female,Israeli,20-29,2
06,2014,Obesity,Male,Israeli,70+,1
01,2020,CKD,Female,Ethiopian,70+,1
04,2015,Diabetes,Female,Ethiopian,70+,3
11,2018,Dyslipidemia,Male,Iraqui,70+,3
04,2012,Diabetes,Female,Tunisian,50-59,1
10,2019,Hypertension,Male,Israeli,40-49,5
08,2010,Dyslipidemia,Male,Rumanian,70+,1
10,2010,Diabetes,Male,Rumanian,70+,1
04,2012,Diabetes,Male,Iraqui,50-59,2
06,2017,Heart disease,Male,Iraqui,50-59,1
06,2017,Dyslipidemia,Male,Iraqui,50-59,1
04,2018,Diabetes,Male,Ucranian,60-69,2
05,2012,CKD,Male,German,70+,1
05,2012,Heart disease,Male,German,70+,3
05,2012,Hypertension,Male,German,70+,1
05,2009,Diabetes,Female,Hungarian,40-49,1
06,2011,CKD,Female,Russian,50-59,1
06,2011,Diabetes,Female,Russian,50-59,1
01,2012,Heart disease,Male,Libyan,70+,1
01,2012,Diabetes,Male,Libyan,70+,1
04,2009,Diabetes,Male,Ucranian,50-59,2
06,2009,Dyslipidemia,Male,Ucranian,50-59,2
09,2013,CKD,Male,Ucranian,50-59,1
04,2014,Hypertension,Male,Ucranian,50-59,1
09,2014,Heart disease,Male,Ucranian,50-59,2
06,2015,CKD,Male,Ucranian,60-69,6
06,2015,Dyslipidemia,Male,Ucranian,60-69,3
06,2012,Hypertension,Female,Ucranian,20-29,2
06,2012,Obesity,Female,Ucranian,20-29,1
11,2008,CKD,Male,Israeli,70+,1
11,2008,Heart disease,Male,Israeli,70+,1
01,2009,Heart disease,Male,Polonian,70+,4
06,2013,Hypertension,Male,Israeli,70+,9
06,2013,Obesity,Male,Israeli,70+,4
05,2016,Heart disease,Male,Rumanian,60-69,2
05,2021,Diabetes,Female,Israeli,70+,1
02,2012,Heart disease,Male,Egyptian,30-39,1
02,2018,Hypertension,Female,Israeli,40-49,6
04,2012,CKD,Female,Bulgarian,70+,1
04,2012,Heart disease,Female,Bulgarian,70+,2
07,2014,Obesity,Female,Israeli,70+,8
07,2009,Heart disease,Female,Yemeni,70+,3
11,2012,CKD,Female,Yemeni,70+,1
05,2013,Nash,Female,Israeli,60-69,2
09,2010,Diabetes,Male,Israeli,50-59,4
01,2018,Heart disease,Male,Russian,70+,1
05,2012,Diabetes,Female,Tunisian,40-49,2
05,2012,Dyslipidemia,Female,Tunisian,40-49,1
05,2012,Heart disease,Female,Tunisian,40-49,2
03,2014,CKD,Female,Tunisian,40-49,1
03,2014,Hypertension,Female,Tunisian,40-49,1
11,2013,Nash,Female,Israeli,40-49,2
05,2018,Dyslipidemia,Male,Iraqui,40-49,1
07,2014,Diabetes,Male,Israeli,70+,3
01,2015,CKD,Male,Israeli,30-39,4
04,2011,Diabetes,Female,Israeli,70+,4
01,2014,Dyslipidemia,Female,Iraqui,60-69,2
01,2010,Nash,Female,Israeli,20-29,2
01,2010,Obesity,Female,Israeli,20-29,3
02,2015,Heart disease,Male,Moroccan,70+,6
08,2016,Nash,Male,Moroccan,70+,1
09,2009,Dyslipidemia,Female,Moroccan,50-59,1
12,2018,Dyslipidemia,Male,French,70+,3
12,2018,Diabetes,Male,French,70+,1
02,2012,CKD,Female,Yemeni,40-49,1
02,2012,Heart disease,Female,Yemeni,40-49,1
11,2019,Heart disease,Male,Israeli,50-59,7
11,2019,Hypertension,Male,Israeli,50-59,8
05,2018,Dyslipidemia,Male,German,60-69,2
05,2018,Diabetes,Male,German,60-69,2
04,2018,Heart disease,Male,Iraqui,60-69,1
08,2015,Obesity,Male,Sirian,40-49,1
11,2018,Dyslipidemia,Male,Russian,50-59,1
11,2009,Diabetes,Male,Ucranian,40-49,1
11,2009,Dyslipidemia,Male,Ucranian,40-49,1
04,2011,Obesity,Male,Israeli,70+,2
03,2009,Heart disease,Male,United States,50-59,2
07,2012,Dyslipidemia,Female,United States,70+,1
07,2017,Dyslipidemia,Male,Moroccan,70+,2
03,2016,Obesity,Female,German,30-39,1
09,2019,Diabetes,Female,German,30-39,1
08,2009,Obesity,Male,Algerian,40-49,1
12,2016,Nash,Female,Israeli,60-69,2
02,2015,Obesity,Female,Iraqui,60-69,1
09,2015,Diabetes,Male,Yemeni,60-69,2
11,2015,Dyslipidemia,Male,Yemeni,60-69,1
03,2012,Diabetes,Female,Polonian,30-39,2
01,2009,CKD,Female,Iraqui,70+,3
01,2009,Dyslipidemia,Female,Iraqui,70+,1
01,2009,Diabetes,Female,Iraqui,70+,4
01,2009,Hypertension,Female,Iraqui,70+,3
01,2014,Obesity,Female,Iraqui,70+,1
01,2014,Heart disease,Female,Iraqui,70+,1
11,2015,CKD,Female,Polonian,70+,4
02,2016,Nash,Female,Polonian,70+,1
08,2015,Obesity,Female,Algerian,20-29,1
03,2018,CKD,Female,English,70+,1
03,2018,Diabetes,Female,English,70+,1
03,2018,Hypertension,Female,English,70+,2
03,2018,Obesity,Female,English,70+,1
03,2018,Heart disease,Female,English,70+,2
07,2018,Diabetes,Female,French,70+,1
07,2018,Dyslipidemia,Female,French,70+,1
07,2018,Heart disease,Female,French,70+,1
07,2018,Hypertension,Female,French,70+,1
08,2018,CKD,Female,French,70+,2
02,2016,Dyslipidemia,Male,Iraqui,60-69,1
02,2016,Heart disease,Male,Iraqui,60-69,1
01,2017,Obesity,Male,Yemeni,50-59,1
06,2018,CKD,Male,Yemeni,50-59,1
06,2018,Heart disease,Male,Yemeni,50-59,1
09,2012,Heart disease,Male,Rumanian,60-69,3
12,2015,CKD,Male,Moroccan,50-59,3
12,2015,Dyslipidemia,Male,Moroccan,50-59,2
12,2015,Nash,Male,Moroccan,50-59,2
12,2015,Obesity,Male,Moroccan,50-59,3
10,2017,Dyslipidemia,Male,Israeli,30-39,2
05,2018,Obesity,Female,Turkish,20-29,1
06,2018,Diabetes,Male,Ucranian,60-69,1
02,2012,Dyslipidemia,Male,Russian,70+,1
05,2009,CKD,Male,Rumanian,50-59,1
05,2009,Obesity,Male,Rumanian,50-59,1
09,2009,Hypertension,Male,Rumanian,50-59,1
10,2013,Nash,Female,Israeli,40-49,1
11,2013,CKD,Female,Israeli,40-49,2
11,2014,Heart disease,Female,Israeli,70+,16
04,2012,Heart disease,Male,Russian,70+,3
05,2012,Diabetes,Male,Russian,70+,2
01,2014,Diabetes,Female,English,50-59,1
12,2015,Diabetes,Female,Rumanian,30-39,1
06,2009,Diabetes,Male,Algerian,50-59,1
06,2009,Dyslipidemia,Male,Algerian,50-59,1
06,2009,Heart disease,Male,Algerian,50-59,1
04,2017,CKD,Male,Algerian,50-59,1
04,2017,Hypertension,Male,Algerian,50-59,1
04,2017,Obesity,Male,Algerian,50-59,1
03,2017,Dyslipidemia,Male,Israeli,40-49,4
03,2017,Nash,Male,Israeli,40-49,3
04,2015,CKD,Male,Iraqui,70+,3
04,2015,Diabetes,Male,Iraqui,70+,2
04,2015,Hypertension,Male,Iraqui,70+,3
04,2015,Obesity,Male,Iraqui,70+,3
07,2009,CKD,Male,Polonian,60-69,4
07,2009,Hypertension,Male,Polonian,60-69,2
12,2014,Dyslipidemia,Male,Polonian,60-69,1
10,2019,CKD,Male,United States,70+,1
10,2019,Hypertension,Male,United States,70+,1
06,2012,CKD,Female,Moroccan,30-39,1
06,2012,Nash,Female,Moroccan,30-39,1
06,2012,Obesity,Female,Moroccan,30-39,1
06,2017,CKD,Male,Israeli,70+,6
01,2021,Heart disease,Female,Israeli,40-49,1
01,2021,Hypertension,Female,Israeli,40-49,1
01,2021,Nash,Female,Israeli,40-49,2
09,2015,Diabetes,Male,Algerian,60-69,1
11,2013,Obesity,Male,United States,70+,1
08,2013,CKD,Female,Russian,30-39,1
09,2013,Hypertension,Female,Russian,30-39,1
06,2014,Diabetes,Female,Russian,30-39,1
06,2010,Hypertension,Male,Israeli,60-69,6
02,2012,CKD,Female,Tunisian,20-29,1
08,2018,Dyslipidemia,Female,Israeli,20-29,2
11,2015,Dyslipidemia,Female,Moroccan,70+,3
11,2015,Hypertension,Female,Moroccan,70+,4
08,2015,Diabetes,Male,Moroccan,50-59,1
08,2015,Obesity,Male,Moroccan,50-59,2
07,2015,CKD,Male,Tunisian,70+,2
04,2009,Diabetes,Female,Israeli,20-29,6
02,2016,Dyslipidemia,Male,Israeli,50-59,21
02,2016,Hypertension,Male,Israeli,50-59,4
01,2009,Diabetes,Female,Moroccan,20-29,1
12,2009,Diabetes,Female,Tunisian,30-39,1
10,2018,Dyslipidemia,Male,Kazakh,60-69,1
01,2015,CKD,Male,Rumanian,70+,4
01,2015,Diabetes,Male,Rumanian,70+,2
01,2015,Hypertension,Male,Rumanian,70+,2
01,2015,Obesity,Male,Rumanian,70+,1
01,2015,Heart disease,Male,Rumanian,70+,4
08,2009,Heart disease,Male,Iraqui,40-49,2
04,2009,CKD,Male,Ethiopian,70+,3
04,2009,Diabetes,Male,Ethiopian,70+,2
05,2011,CKD,Male,United States,70+,1
10,2011,Hypertension,Male,United States,70+,2
11,2011,Diabetes,Male,United States,70+,2
06,2014,Dyslipidemia,Male,United States,70+,1
01,2014,Obesity,Female,Israeli,30-39,2
11,2018,Heart disease,Male,Iranian,70+,1
07,2012,Heart disease,Male,Algerian,60-69,2
08,2015,Diabetes,Male,Algerian,60-69,1
08,2015,Dyslipidemia,Male,Algerian,60-69,1
04,2018,Diabetes,Female,Ucranian,70+,4
04,2018,CKD,Female,Ucranian,70+,4
04,2018,Heart disease,Female,Ucranian,70+,6
04,2018,Hypertension,Female,Ucranian,70+,5
10,2018,Obesity,Female,Ucranian,70+,1
09,2015,Dyslipidemia,Male,Russian,30-39,1
09,2015,Obesity,Male,Russian,30-39,1
12,2018,Obesity,Female,English,50-59,2
09,2018,CKD,Male,Iranian,70+,3
09,2018,Dyslipidemia,Male,Iranian,70+,3
12,2012,Diabetes,Female,German,50-59,1
11,2014,Heart disease,Female,German,50-59,1
02,2017,Diabetes,Female,Israeli,20-29,3
03,2012,CKD,Male,Russian,70+,1
03,2012,Diabetes,Male,Russian,70+,3
03,2012,Hypertension,Male,Russian,70+,1
09,2017,Dyslipidemia,Male,Russian,70+,3
09,2014,Hypertension,Male,Israeli,60-69,5
11,2015,Diabetes,Male,French,70+,1
01,2020,Dyslipidemia,Male,French,70+,2
01,2020,Hypertension,Male,French,70+,1
10,2009,Heart disease,Male,Russian,30-39,1
10,2012,Heart disease,Female,Moroccan,60-69,1
01,2013,CKD,Female,Moroccan,60-69,1
08,2015,Hypertension,Female,Moroccan,60-69,2
07,2018,Diabetes,Female,Israeli,40-49,16
09,2019,CKD,Male,Russian,60-69,1
09,2019,Dyslipidemia,Male,Russian,60-69,1
09,2019,Hypertension,Male,Russian,60-69,1
05,2009,Nash,Male,Uzbek,50-59,1
03,2020,CKD,Female,Israeli,70+,10
03,2017,Dyslipidemia,Female,Argentinian,50-59,1
03,2017,Obesity,Female,Argentinian,50-59,1
06,2009,Diabetes,Female,Bulgarian,70+,1
07,2009,CKD,Female,Bulgarian,70+,1
07,2009,Hypertension,Female,Bulgarian,70+,1
07,2009,Dyslipidemia,Female,Bulgarian,70+,2
02,2017,Dyslipidemia,Female,Ucranian,50-59,1
08,2012,CKD,Female,Turkish,60-69,1
04,2012,Heart disease,Female,Russian,70+,3
04,2012,Obesity,Female,Russian,70+,1
11,2013,Diabetes,Female,Russian,70+,1
11,2014,Hypertension,Female,Russian,70+,1
05,2015,Dyslipidemia,Female,Russian,70+,2
04,2015,Hypertension,Female,Moroccan,30-39,1
08,2012,CKD,Male,Israeli,10-19,1
10,2015,CKD,Male,Iraqui,50-59,1
10,2015,Hypertension,Male,Iraqui,50-59,1
04,2016,Dyslipidemia,Male,Iraqui,50-59,2
04,2016,Heart disease,Male,Iraqui,50-59,1
08,2018,Dyslipidemia,Female,Russian,50-59,3
12,2012,Diabetes,Female,Polonian,60-69,4
12,2012,CKD,Female,Polonian,60-69,1
12,2012,Heart disease,Female,Polonian,60-69,2
04,2010,CKD,Female,Russian,70+,2
10,2010,Heart disease,Female,Russian,70+,1
10,2010,Hypertension,Female,Russian,70+,1
03,2015,CKD,Male,Algerian,60-69,1
03,2015,Heart disease,Male,Algerian,60-69,1
11,2009,Dyslipidemia,Male,English,70+,1
09,2014,Obesity,Female,Israeli,20-29,4
12,2012,Dyslipidemia,Male,Iraqui,60-69,1
01,2020,CKD,Female,Moroccan,40-49,1
12,2018,Hypertension,Male,Israeli,30-39,3
12,2009,CKD,Female,German,60-69,1
12,2009,Diabetes,Female,German,60-69,2
09,2018,Hypertension,Female,German,60-69,1
09,2009,Dyslipidemia,Male,Turkish,70+,2
09,2009,Heart disease,Male,Turkish,70+,2
11,2015,Diabetes,Male,Iranian,50-59,1
11,2015,Nash,Male,Iranian,50-59,1
01,2015,Heart disease,Male,Algerian,50-59,1
12,2015,Obesity,Male,Iraqui,40-49,1
03,2012,Diabetes,Male,Polonian,30-39,1
07,2019,Nash,Male,Israeli,40-49,2
11,2018,Dyslipidemia,Female,Iranian,60-69,2
08,2012,CKD,Female,Ucranian,70+,3
08,2012,Heart disease,Female,Ucranian,70+,3
08,2012,Hypertension,Female,Ucranian,70+,3
11,2015,Diabetes,Male,Ucranian,60-69,1
11,2015,CKD,Male,Ucranian,60-69,4
11,2015,Heart disease,Male,Ucranian,60-69,3
01,2018,Obesity,Female,Russian,20-29,1
02,2014,CKD,Male,Ethiopian,60-69,1
02,2014,Hypertension,Male,Ethiopian,60-69,1
01,2015,Heart disease,Male,Ethiopian,60-69,4
03,2016,Dyslipidemia,Male,Ethiopian,60-69,1
09,2019,Diabetes,Male,Ethiopian,60-69,1
07,2018,Dyslipidemia,Male,United States,70+,3
07,2018,Diabetes,Male,United States,70+,1
03,2018,Diabetes,Male,Ucranian,40-49,1
03,2018,Dyslipidemia,Male,Ucranian,40-49,2
03,2018,Heart disease,Male,Ucranian,40-49,1
07,2018,Dyslipidemia,Female,Yemeni,70+,2
07,2018,Diabetes,Female,Yemeni,70+,2
02,2015,CKD,Female,Moldavian,70+,1
02,2015,Heart disease,Female,Moldavian,70+,1
02,2015,Hypertension,Female,Moldavian,70+,1
06,2012,Heart disease,Male,Russian,40-49,1
03,2015,Hypertension,Male,Israeli,40-49,3
07,2016,Obesity,Female,Ethiopian,20-29,1
10,2019,CKD,Female,Ethiopian,20-29,1
08,2014,Diabetes,Female,Egyptian,40-49,1
08,2014,Nash,Female,Egyptian,40-49,1
08,2014,Obesity,Female,Egyptian,40-49,1
08,2016,Diabetes,Male,Israeli,40-49,4
08,2016,Obesity,Male,Israeli,40-49,5
03,2016,CKD,Female,Ethiopian,70+,2
03,2016,Heart disease,Female,Ethiopian,70+,2
07,2019,Dyslipidemia,Female,Ethiopian,70+,2
07,2009,CKD,Male,Ethiopian,30-39,1
07,2009,Diabetes,Male,Ethiopian,30-39,1
10,2009,Diabetes,Female,United States,50-59,1
10,2009,CKD,Female,United States,50-59,1
10,2009,Hypertension,Female,United States,50-59,1
09,2019,Dyslipidemia,Male,Polonian,50-59,1
09,2019,Heart disease,Male,Polonian,50-59,1
07,2009,CKD,Female,French,30-39,1
10,2018,CKD,Male,Polonian,50-59,1
12,2018,Heart disease,Male,Polonian,50-59,3
12,2018,Hypertension,Male,Polonian,50-59,1
08,2013,Diabetes,Male,Israeli,40-49,4
12,2015,Dyslipidemia,Male,United States,50-59,2
09,2009,CKD,Female,Yemeni,70+,1
09,2009,Hypertension,Female,Yemeni,70+,1
09,2015,Nash,Female,Polonian,40-49,1
08,2017,Dyslipidemia,Male,Tunisian,50-59,1
08,2017,Nash,Male,Tunisian,50-59,1
06,2012,Heart disease,Male,United States,70+,3
06,2012,Hypertension,Male,United States,70+,1
03,2014,CKD,Male,United States,70+,1
03,2015,Diabetes,Male,United States,70+,2
08,2015,Obesity,Female,Indu,60-69,1
10,2015,Heart disease,Male,Russian,50-59,2
10,2015,Obesity,Male,Russian,50-59,1
09,2015,Dyslipidemia,Male,Indu,60-69,1
09,2015,Heart disease,Male,Indu,60-69,1
09,2015,Obesity,Male,Indu,60-69,1
04,2019,CKD,Male,Indu,60-69,1
04,2019,Hypertension,Male,Indu,60-69,1
02,2015,Nash,Male,Israeli,30-39,2
09,2012,Obesity,Female,Israeli,50-59,26
08,2018,Heart disease,Male,Ethiopian,60-69,4
01,2009,Diabetes,Female,Russian,60-69,3
01,2009,Obesity,Female,Russian,60-69,3
07,2009,CKD,Female,Russian,60-69,1
07,2009,Hypertension,Female,Russian,60-69,1
11,2016,CKD,Female,Israeli,60-69,7
11,2016,Hypertension,Female,Israeli,60-69,8
08,2016,Obesity,Female,Israeli,20-29,8
10,2018,CKD,Male,Argentinian,70+,1
10,2018,Heart disease,Male,Argentinian,70+,1
10,2018,Hypertension,Male,Argentinian,70+,1
10,2018,Dyslipidemia,Male,Argentinian,70+,1
10,2018,Heart disease,Female,Israeli,20-29,3
05,2013,Dyslipidemia,Female,Israeli,50-59,3
02,2012,Dyslipidemia,Male,Turkish,70+,1
02,2012,Heart disease,Male,Turkish,70+,2
11,2012,Nash,Female,Israeli,70+,5
02,2018,Heart disease,Male,Moroccan,60-69,2
02,2018,Hypertension,Male,Moroccan,60-69,1
12,2013,CKD,Female,Israeli,50-59,4
09,2015,Heart disease,Male,Russian,70+,3
04,2016,Dyslipidemia,Female,Bulgarian,70+,1
04,2011,Obesity,Female,Israeli,60-69,3
06,2011,CKD,Female,Israeli,60-69,3
10,2015,Dyslipidemia,Male,Yemeni,70+,1
09,2014,Dyslipidemia,Female,United States,70+,3
09,2014,Heart disease,Female,United States,70+,2
