month,year,disease,nationality,counts,cumulative sum,monthyear,yearquarter,bianual
10,2020,CKD,Israeli,23,32311,2020-10-01,2020 Q3,2020-2021
11,2020,CKD,Israeli,25,32336,2020-11-01,2020 Q3,2020-2021
12,2020,CKD,Israeli,23,32359,2020-12-01,2020 Q3,2020-2021
01,2021,CKD,Israeli,13,32372,2021-01-01,2021 Q1,2020-2021
02,2021,CKD,Israeli,15,32387,2021-02-01,2021 Q1,2020-2021
03,2021,CKD,Israeli,16,32403,2021-03-01,2021 Q1,2020-2021
04,2021,CKD,Israeli,10,32413,2021-04-01,2021 Q1,2020-2021
05,2021,CKD,Israeli,6,32419,2021-05-01,2021 Q2,2020-2021
06,2021,CKD,Israeli,9,32428,2021-06-01,2021 Q2,2020-2021
07,2021,CKD,Israeli,3,32431,2021-07-01,2021 Q2,2020-2021
08,2021,CKD,Israeli,7,32438,2021-08-01,2021 Q2,2020-2021
10,2021,CKD,Israeli,1,32439,2021-10-01,2021 Q3,2020-2021
11,2006,Diabetes,Israeli,1,1,2006-11-01,2006 Q3,2006-2007
04,2007,Diabetes,Israeli,1,2,2007-04-01,2007 Q1,2006-2007
06,2007,Diabetes,Israeli,1,3,2007-06-01,2007 Q2,2006-2007
08,2007,Diabetes,Israeli,1,4,2007-08-01,2007 Q2,2006-2007
10,2007,Diabetes,Israeli,2,6,2007-10-01,2007 Q3,2006-2007
02,2008,Diabetes,Israeli,1,7,2008-02-01,2008 Q1,2008-2009
04,2008,Diabetes,Israeli,1,8,2008-04-01,2008 Q1,2008-2009
06,2008,Diabetes,Israeli,1,9,2008-06-01,2008 Q2,2008-2009
08,2008,Diabetes,Israeli,1,10,2008-08-01,2008 Q2,2008-2009
09,2008,Diabetes,Israeli,1,11,2008-09-01,2008 Q3,2008-2009
12,2008,Diabetes,Israeli,2,13,2008-12-01,2008 Q3,2008-2009
01,2009,Diabetes,Israeli,585,598,2009-01-01,2009 Q1,2008-2009
02,2009,Diabetes,Israeli,557,1155,2009-02-01,2009 Q1,2008-2009
03,2009,Diabetes,Israeli,670,1825,2009-03-01,2009 Q1,2008-2009
04,2009,Diabetes,Israeli,601,2426,2009-04-01,2009 Q1,2008-2009
05,2009,Diabetes,Israeli,628,3054,2009-05-01,2009 Q2,2008-2009
06,2009,Diabetes,Israeli,582,3636,2009-06-01,2009 Q2,2008-2009
07,2009,Diabetes,Israeli,664,4300,2009-07-01,2009 Q2,2008-2009
08,2009,Diabetes,Israeli,674,4974,2009-08-01,2009 Q2,2008-2009
09,2009,Diabetes,Israeli,665,5639,2009-09-01,2009 Q3,2008-2009
10,2009,Diabetes,Israeli,677,6316,2009-10-01,2009 Q3,2008-2009
11,2009,Diabetes,Israeli,620,6936,2009-11-01,2009 Q3,2008-2009
12,2009,Diabetes,Israeli,650,7586,2009-12-01,2009 Q3,2008-2009
01,2010,Diabetes,Israeli,93,7679,2010-01-01,2010 Q1,2010-2011
02,2010,Diabetes,Israeli,65,7744,2010-02-01,2010 Q1,2010-2011
03,2010,Diabetes,Israeli,71,7815,2010-03-01,2010 Q1,2010-2011
04,2010,Diabetes,Israeli,64,7879,2010-04-01,2010 Q1,2010-2011
05,2010,Diabetes,Israeli,62,7941,2010-05-01,2010 Q2,2010-2011
06,2010,Diabetes,Israeli,54,7995,2010-06-01,2010 Q2,2010-2011
07,2010,Diabetes,Israeli,53,8048,2010-07-01,2010 Q2,2010-2011
08,2010,Diabetes,Israeli,48,8096,2010-08-01,2010 Q2,2010-2011
09,2010,Diabetes,Israeli,48,8144,2010-09-01,2010 Q3,2010-2011
10,2010,Diabetes,Israeli,50,8194,2010-10-01,2010 Q3,2010-2011
11,2010,Diabetes,Israeli,51,8245,2010-11-01,2010 Q3,2010-2011
12,2010,Diabetes,Israeli,56,8301,2010-12-01,2010 Q3,2010-2011
01,2011,Diabetes,Israeli,37,8338,2011-01-01,2011 Q1,2010-2011
02,2011,Diabetes,Israeli,39,8377,2011-02-01,2011 Q1,2010-2011
03,2011,Diabetes,Israeli,27,8404,2011-03-01,2011 Q1,2010-2011
04,2011,Diabetes,Israeli,27,8431,2011-04-01,2011 Q1,2010-2011
05,2011,Diabetes,Israeli,31,8462,2011-05-01,2011 Q2,2010-2011
06,2011,Diabetes,Israeli,48,8510,2011-06-01,2011 Q2,2010-2011
07,2011,Diabetes,Israeli,37,8547,2011-07-01,2011 Q2,2010-2011
08,2011,Diabetes,Israeli,31,8578,2011-08-01,2011 Q2,2010-2011
09,2011,Diabetes,Israeli,51,8629,2011-09-01,2011 Q3,2010-2011
10,2011,Diabetes,Israeli,29,8658,2011-10-01,2011 Q3,2010-2011
11,2011,Diabetes,Israeli,37,8695,2011-11-01,2011 Q3,2010-2011
12,2011,Diabetes,Israeli,37,8732,2011-12-01,2011 Q3,2010-2011
01,2012,Diabetes,Israeli,491,9223,2012-01-01,2012 Q1,2012-2013
02,2012,Diabetes,Israeli,440,9663,2012-02-01,2012 Q1,2012-2013
03,2012,Diabetes,Israeli,443,10106,2012-03-01,2012 Q1,2012-2013
04,2012,Diabetes,Israeli,491,10597,2012-04-01,2012 Q1,2012-2013
05,2012,Diabetes,Israeli,526,11123,2012-05-01,2012 Q2,2012-2013
06,2012,Diabetes,Israeli,449,11572,2012-06-01,2012 Q2,2012-2013
07,2012,Diabetes,Israeli,494,12066,2012-07-01,2012 Q2,2012-2013
08,2012,Diabetes,Israeli,486,12552,2012-08-01,2012 Q2,2012-2013
09,2012,Diabetes,Israeli,472,13024,2012-09-01,2012 Q3,2012-2013
10,2012,Diabetes,Israeli,456,13480,2012-10-01,2012 Q3,2012-2013
11,2012,Diabetes,Israeli,495,13975,2012-11-01,2012 Q3,2012-2013
12,2012,Diabetes,Israeli,507,14482,2012-12-01,2012 Q3,2012-2013
01,2013,Diabetes,Israeli,71,14553,2013-01-01,2013 Q1,2012-2013
02,2013,Diabetes,Israeli,60,14613,2013-02-01,2013 Q1,2012-2013
03,2013,Diabetes,Israeli,66,14679,2013-03-01,2013 Q1,2012-2013
04,2013,Diabetes,Israeli,69,14748,2013-04-01,2013 Q1,2012-2013
05,2013,Diabetes,Israeli,72,14820,2013-05-01,2013 Q2,2012-2013
06,2013,Diabetes,Israeli,51,14871,2013-06-01,2013 Q2,2012-2013
07,2013,Diabetes,Israeli,44,14915,2013-07-01,2013 Q2,2012-2013
08,2013,Diabetes,Israeli,47,14962,2013-08-01,2013 Q2,2012-2013
09,2013,Diabetes,Israeli,55,15017,2013-09-01,2013 Q3,2012-2013
10,2013,Diabetes,Israeli,56,15073,2013-10-01,2013 Q3,2012-2013
11,2013,Diabetes,Israeli,49,15122,2013-11-01,2013 Q3,2012-2013
12,2013,Diabetes,Israeli,53,15175,2013-12-01,2013 Q3,2012-2013
01,2014,Diabetes,Israeli,47,15222,2014-01-01,2014 Q1,2014-2015
02,2014,Diabetes,Israeli,32,15254,2014-02-01,2014 Q1,2014-2015
03,2014,Diabetes,Israeli,43,15297,2014-03-01,2014 Q1,2014-2015
04,2014,Diabetes,Israeli,32,15329,2014-04-01,2014 Q1,2014-2015
05,2014,Diabetes,Israeli,46,15375,2014-05-01,2014 Q2,2014-2015
06,2014,Diabetes,Israeli,28,15403,2014-06-01,2014 Q2,2014-2015
07,2014,Diabetes,Israeli,54,15457,2014-07-01,2014 Q2,2014-2015
08,2014,Diabetes,Israeli,41,15498,2014-08-01,2014 Q2,2014-2015
09,2014,Diabetes,Israeli,33,15531,2014-09-01,2014 Q3,2014-2015
10,2014,Diabetes,Israeli,44,15575,2014-10-01,2014 Q3,2014-2015
11,2014,Diabetes,Israeli,38,15613,2014-11-01,2014 Q3,2014-2015
12,2014,Diabetes,Israeli,27,15640,2014-12-01,2014 Q3,2014-2015
01,2015,Diabetes,Israeli,426,16066,2015-01-01,2015 Q1,2014-2015
02,2015,Diabetes,Israeli,392,16458,2015-02-01,2015 Q1,2014-2015
03,2015,Diabetes,Israeli,485,16943,2015-03-01,2015 Q1,2014-2015
04,2015,Diabetes,Israeli,480,17423,2015-04-01,2015 Q1,2014-2015
05,2015,Diabetes,Israeli,481,17904,2015-05-01,2015 Q2,2014-2015
06,2015,Diabetes,Israeli,497,18401,2015-06-01,2015 Q2,2014-2015
07,2015,Diabetes,Israeli,486,18887,2015-07-01,2015 Q2,2014-2015
08,2015,Diabetes,Israeli,459,19346,2015-08-01,2015 Q2,2014-2015
09,2015,Diabetes,Israeli,450,19796,2015-09-01,2015 Q3,2014-2015
10,2015,Diabetes,Israeli,503,20299,2015-10-01,2015 Q3,2014-2015
11,2015,Diabetes,Israeli,464,20763,2015-11-01,2015 Q3,2014-2015
12,2015,Diabetes,Israeli,500,21263,2015-12-01,2015 Q3,2014-2015
01,2016,Diabetes,Israeli,67,21330,2016-01-01,2016 Q1,2016-2017
02,2016,Diabetes,Israeli,43,21373,2016-02-01,2016 Q1,2016-2017
03,2016,Diabetes,Israeli,72,21445,2016-03-01,2016 Q1,2016-2017
04,2016,Diabetes,Israeli,57,21502,2016-04-01,2016 Q1,2016-2017
05,2016,Diabetes,Israeli,47,21549,2016-05-01,2016 Q2,2016-2017
06,2016,Diabetes,Israeli,55,21604,2016-06-01,2016 Q2,2016-2017
07,2016,Diabetes,Israeli,52,21656,2016-07-01,2016 Q2,2016-2017
08,2016,Diabetes,Israeli,53,21709,2016-08-01,2016 Q2,2016-2017
09,2016,Diabetes,Israeli,54,21763,2016-09-01,2016 Q3,2016-2017
10,2016,Diabetes,Israeli,53,21816,2016-10-01,2016 Q3,2016-2017
11,2016,Diabetes,Israeli,71,21887,2016-11-01,2016 Q3,2016-2017
12,2016,Diabetes,Israeli,37,21924,2016-12-01,2016 Q3,2016-2017
01,2017,Diabetes,Israeli,41,21965,2017-01-01,2017 Q1,2016-2017
02,2017,Diabetes,Israeli,47,22012,2017-02-01,2017 Q1,2016-2017
03,2017,Diabetes,Israeli,41,22053,2017-03-01,2017 Q1,2016-2017
04,2017,Diabetes,Israeli,46,22099,2017-04-01,2017 Q1,2016-2017
05,2017,Diabetes,Israeli,42,22141,2017-05-01,2017 Q2,2016-2017
06,2017,Diabetes,Israeli,41,22182,2017-06-01,2017 Q2,2016-2017
07,2017,Diabetes,Israeli,46,22228,2017-07-01,2017 Q2,2016-2017
08,2017,Diabetes,Israeli,54,22282,2017-08-01,2017 Q2,2016-2017
09,2017,Diabetes,Israeli,50,22332,2017-09-01,2017 Q3,2016-2017
10,2017,Diabetes,Israeli,42,22374,2017-10-01,2017 Q3,2016-2017
11,2017,Diabetes,Israeli,40,22414,2017-11-01,2017 Q3,2016-2017
12,2017,Diabetes,Israeli,50,22464,2017-12-01,2017 Q3,2016-2017
01,2018,Diabetes,Israeli,483,22947,2018-01-01,2018 Q1,2018-2019
02,2018,Diabetes,Israeli,404,23351,2018-02-01,2018 Q1,2018-2019
03,2018,Diabetes,Israeli,466,23817,2018-03-01,2018 Q1,2018-2019
04,2018,Diabetes,Israeli,408,24225,2018-04-01,2018 Q1,2018-2019
05,2018,Diabetes,Israeli,480,24705,2018-05-01,2018 Q2,2018-2019
06,2018,Diabetes,Israeli,428,25133,2018-06-01,2018 Q2,2018-2019
07,2018,Diabetes,Israeli,450,25583,2018-07-01,2018 Q2,2018-2019
08,2018,Diabetes,Israeli,433,26016,2018-08-01,2018 Q2,2018-2019
09,2018,Diabetes,Israeli,393,26409,2018-09-01,2018 Q3,2018-2019
10,2018,Diabetes,Israeli,480,26889,2018-10-01,2018 Q3,2018-2019
11,2018,Diabetes,Israeli,477,27366,2018-11-01,2018 Q3,2018-2019
12,2018,Diabetes,Israeli,425,27791,2018-12-01,2018 Q3,2018-2019
01,2019,Diabetes,Israeli,69,27860,2019-01-01,2019 Q1,2018-2019
02,2019,Diabetes,Israeli,53,27913,2019-02-01,2019 Q1,2018-2019
03,2019,Diabetes,Israeli,47,27960,2019-03-01,2019 Q1,2018-2019
04,2019,Diabetes,Israeli,48,28008,2019-04-01,2019 Q1,2018-2019
05,2019,Diabetes,Israeli,36,28044,2019-05-01,2019 Q2,2018-2019
06,2019,Diabetes,Israeli,38,28082,2019-06-01,2019 Q2,2018-2019
07,2019,Diabetes,Israeli,32,28114,2019-07-01,2019 Q2,2018-2019
08,2019,Diabetes,Israeli,31,28145,2019-08-01,2019 Q2,2018-2019
09,2019,Diabetes,Israeli,25,28170,2019-09-01,2019 Q3,2018-2019
10,2019,Diabetes,Israeli,29,28199,2019-10-01,2019 Q3,2018-2019
11,2019,Diabetes,Israeli,23,28222,2019-11-01,2019 Q3,2018-2019
12,2019,Diabetes,Israeli,22,28244,2019-12-01,2019 Q3,2018-2019
01,2020,Diabetes,Israeli,34,28278,2020-01-01,2020 Q1,2020-2021
02,2020,Diabetes,Israeli,34,28312,2020-02-01,2020 Q1,2020-2021
03,2020,Diabetes,Israeli,20,28332,2020-03-01,2020 Q1,2020-2021
04,2020,Diabetes,Israeli,25,28357,2020-04-01,2020 Q1,2020-2021
05,2020,Diabetes,Israeli,12,28369,2020-05-01,2020 Q2,2020-2021
06,2020,Diabetes,Israeli,19,28388,2020-06-01,2020 Q2,2020-2021
07,2020,Diabetes,Israeli,22,28410,2020-07-01,2020 Q2,2020-2021
08,2020,Diabetes,Israeli,15,28425,2020-08-01,2020 Q2,2020-2021
09,2020,Diabetes,Israeli,7,28432,2020-09-01,2020 Q3,2020-2021
10,2020,Diabetes,Israeli,11,28443,2020-10-01,2020 Q3,2020-2021
11,2020,Diabetes,Israeli,11,28454,2020-11-01,2020 Q3,2020-2021
12,2020,Diabetes,Israeli,9,28463,2020-12-01,2020 Q3,2020-2021
01,2021,Diabetes,Israeli,5,28468,2021-01-01,2021 Q1,2020-2021
02,2021,Diabetes,Israeli,6,28474,2021-02-01,2021 Q1,2020-2021
03,2021,Diabetes,Israeli,6,28480,2021-03-01,2021 Q1,2020-2021
04,2021,Diabetes,Israeli,3,28483,2021-04-01,2021 Q1,2020-2021
05,2021,Diabetes,Israeli,2,28485,2021-05-01,2021 Q2,2020-2021
06,2021,Diabetes,Israeli,2,28487,2021-06-01,2021 Q2,2020-2021
07,2021,Diabetes,Israeli,4,28491,2021-07-01,2021 Q2,2020-2021
08,2021,Diabetes,Israeli,2,28493,2021-08-01,2021 Q2,2020-2021
10,2021,Diabetes,Israeli,1,28494,2021-10-01,2021 Q3,2020-2021
04,2006,Dyslipidemia,Israeli,1,1,2006-04-01,2006 Q1,2006-2007
08,2006,Dyslipidemia,Israeli,1,2,2006-08-01,2006 Q2,2006-2007
02,2007,Dyslipidemia,Israeli,1,3,2007-02-01,2007 Q1,2006-2007
06,2007,Dyslipidemia,Israeli,1,4,2007-06-01,2007 Q2,2006-2007
10,2007,Dyslipidemia,Israeli,2,6,2007-10-01,2007 Q3,2006-2007
04,2008,Dyslipidemia,Israeli,2,8,2008-04-01,2008 Q1,2008-2009
12,2008,Dyslipidemia,Israeli,3,11,2008-12-01,2008 Q3,2008-2009
01,2009,Dyslipidemia,Israeli,259,270,2009-01-01,2009 Q1,2008-2009
02,2009,Dyslipidemia,Israeli,262,532,2009-02-01,2009 Q1,2008-2009
03,2009,Dyslipidemia,Israeli,301,833,2009-03-01,2009 Q1,2008-2009
04,2009,Dyslipidemia,Israeli,294,1127,2009-04-01,2009 Q1,2008-2009
05,2009,Dyslipidemia,Israeli,323,1450,2009-05-01,2009 Q2,2008-2009
06,2009,Dyslipidemia,Israeli,328,1778,2009-06-01,2009 Q2,2008-2009
07,2009,Dyslipidemia,Israeli,339,2117,2009-07-01,2009 Q2,2008-2009
08,2009,Dyslipidemia,Israeli,322,2439,2009-08-01,2009 Q2,2008-2009
09,2009,Dyslipidemia,Israeli,320,2759,2009-09-01,2009 Q3,2008-2009
10,2009,Dyslipidemia,Israeli,353,3112,2009-10-01,2009 Q3,2008-2009
11,2009,Dyslipidemia,Israeli,369,3481,2009-11-01,2009 Q3,2008-2009
12,2009,Dyslipidemia,Israeli,321,3802,2009-12-01,2009 Q3,2008-2009
01,2010,Dyslipidemia,Israeli,86,3888,2010-01-01,2010 Q1,2010-2011
02,2010,Dyslipidemia,Israeli,67,3955,2010-02-01,2010 Q1,2010-2011
03,2010,Dyslipidemia,Israeli,50,4005,2010-03-01,2010 Q1,2010-2011
04,2010,Dyslipidemia,Israeli,49,4054,2010-04-01,2010 Q1,2010-2011
05,2010,Dyslipidemia,Israeli,55,4109,2010-05-01,2010 Q2,2010-2011
06,2010,Dyslipidemia,Israeli,38,4147,2010-06-01,2010 Q2,2010-2011
07,2010,Dyslipidemia,Israeli,52,4199,2010-07-01,2010 Q2,2010-2011
08,2010,Dyslipidemia,Israeli,53,4252,2010-08-01,2010 Q2,2010-2011
09,2010,Dyslipidemia,Israeli,40,4292,2010-09-01,2010 Q3,2010-2011
10,2010,Dyslipidemia,Israeli,48,4340,2010-10-01,2010 Q3,2010-2011
11,2010,Dyslipidemia,Israeli,41,4381,2010-11-01,2010 Q3,2010-2011
12,2010,Dyslipidemia,Israeli,40,4421,2010-12-01,2010 Q3,2010-2011
01,2011,Dyslipidemia,Israeli,42,4463,2011-01-01,2011 Q1,2010-2011
02,2011,Dyslipidemia,Israeli,31,4494,2011-02-01,2011 Q1,2010-2011
03,2011,Dyslipidemia,Israeli,41,4535,2011-03-01,2011 Q1,2010-2011
04,2011,Dyslipidemia,Israeli,52,4587,2011-04-01,2011 Q1,2010-2011
05,2011,Dyslipidemia,Israeli,48,4635,2011-05-01,2011 Q2,2010-2011
06,2011,Dyslipidemia,Israeli,41,4676,2011-06-01,2011 Q2,2010-2011
07,2011,Dyslipidemia,Israeli,36,4712,2011-07-01,2011 Q2,2010-2011
08,2011,Dyslipidemia,Israeli,30,4742,2011-08-01,2011 Q2,2010-2011
09,2011,Dyslipidemia,Israeli,28,4770,2011-09-01,2011 Q3,2010-2011
10,2011,Dyslipidemia,Israeli,31,4801,2011-10-01,2011 Q3,2010-2011
11,2011,Dyslipidemia,Israeli,25,4826,2011-11-01,2011 Q3,2010-2011
12,2011,Dyslipidemia,Israeli,32,4858,2011-12-01,2011 Q3,2010-2011
01,2012,Dyslipidemia,Israeli,208,5066,2012-01-01,2012 Q1,2012-2013
02,2012,Dyslipidemia,Israeli,221,5287,2012-02-01,2012 Q1,2012-2013
03,2012,Dyslipidemia,Israeli,209,5496,2012-03-01,2012 Q1,2012-2013
04,2012,Dyslipidemia,Israeli,214,5710,2012-04-01,2012 Q1,2012-2013
05,2012,Dyslipidemia,Israeli,206,5916,2012-05-01,2012 Q2,2012-2013
06,2012,Dyslipidemia,Israeli,205,6121,2012-06-01,2012 Q2,2012-2013
07,2012,Dyslipidemia,Israeli,221,6342,2012-07-01,2012 Q2,2012-2013
08,2012,Dyslipidemia,Israeli,249,6591,2012-08-01,2012 Q2,2012-2013
09,2012,Dyslipidemia,Israeli,218,6809,2012-09-01,2012 Q3,2012-2013
10,2012,Dyslipidemia,Israeli,217,7026,2012-10-01,2012 Q3,2012-2013
11,2012,Dyslipidemia,Israeli,251,7277,2012-11-01,2012 Q3,2012-2013
12,2012,Dyslipidemia,Israeli,220,7497,2012-12-01,2012 Q3,2012-2013
01,2013,Dyslipidemia,Israeli,76,7573,2013-01-01,2013 Q1,2012-2013
02,2013,Dyslipidemia,Israeli,43,7616,2013-02-01,2013 Q1,2012-2013
03,2013,Dyslipidemia,Israeli,51,7667,2013-03-01,2013 Q1,2012-2013
04,2013,Dyslipidemia,Israeli,54,7721,2013-04-01,2013 Q1,2012-2013
05,2013,Dyslipidemia,Israeli,58,7779,2013-05-01,2013 Q2,2012-2013
06,2013,Dyslipidemia,Israeli,45,7824,2013-06-01,2013 Q2,2012-2013
07,2013,Dyslipidemia,Israeli,45,7869,2013-07-01,2013 Q2,2012-2013
08,2013,Dyslipidemia,Israeli,48,7917,2013-08-01,2013 Q2,2012-2013
09,2013,Dyslipidemia,Israeli,51,7968,2013-09-01,2013 Q3,2012-2013
10,2013,Dyslipidemia,Israeli,48,8016,2013-10-01,2013 Q3,2012-2013
11,2013,Dyslipidemia,Israeli,54,8070,2013-11-01,2013 Q3,2012-2013
12,2013,Dyslipidemia,Israeli,51,8121,2013-12-01,2013 Q3,2012-2013
01,2014,Dyslipidemia,Israeli,42,8163,2014-01-01,2014 Q1,2014-2015
02,2014,Dyslipidemia,Israeli,47,8210,2014-02-01,2014 Q1,2014-2015
03,2014,Dyslipidemia,Israeli,45,8255,2014-03-01,2014 Q1,2014-2015
04,2014,Dyslipidemia,Israeli,43,8298,2014-04-01,2014 Q1,2014-2015
05,2014,Dyslipidemia,Israeli,56,8354,2014-05-01,2014 Q2,2014-2015
06,2014,Dyslipidemia,Israeli,53,8407,2014-06-01,2014 Q2,2014-2015
07,2014,Dyslipidemia,Israeli,64,8471,2014-07-01,2014 Q2,2014-2015
08,2014,Dyslipidemia,Israeli,55,8526,2014-08-01,2014 Q2,2014-2015
09,2014,Dyslipidemia,Israeli,64,8590,2014-09-01,2014 Q3,2014-2015
10,2014,Dyslipidemia,Israeli,65,8655,2014-10-01,2014 Q3,2014-2015
11,2014,Dyslipidemia,Israeli,64,8719,2014-11-01,2014 Q3,2014-2015
12,2014,Dyslipidemia,Israeli,86,8805,2014-12-01,2014 Q3,2014-2015
01,2015,Dyslipidemia,Israeli,466,9271,2015-01-01,2015 Q1,2014-2015
02,2015,Dyslipidemia,Israeli,430,9701,2015-02-01,2015 Q1,2014-2015
03,2015,Dyslipidemia,Israeli,523,10224,2015-03-01,2015 Q1,2014-2015
04,2015,Dyslipidemia,Israeli,511,10735,2015-04-01,2015 Q1,2014-2015
05,2015,Dyslipidemia,Israeli,535,11270,2015-05-01,2015 Q2,2014-2015
06,2015,Dyslipidemia,Israeli,526,11796,2015-06-01,2015 Q2,2014-2015
07,2015,Dyslipidemia,Israeli,544,12340,2015-07-01,2015 Q2,2014-2015
08,2015,Dyslipidemia,Israeli,500,12840,2015-08-01,2015 Q2,2014-2015
09,2015,Dyslipidemia,Israeli,561,13401,2015-09-01,2015 Q3,2014-2015
10,2015,Dyslipidemia,Israeli,620,14021,2015-10-01,2015 Q3,2014-2015
11,2015,Dyslipidemia,Israeli,527,14548,2015-11-01,2015 Q3,2014-2015
12,2015,Dyslipidemia,Israeli,580,15128,2015-12-01,2015 Q3,2014-2015
01,2016,Dyslipidemia,Israeli,170,15298,2016-01-01,2016 Q1,2016-2017
02,2016,Dyslipidemia,Israeli,161,15459,2016-02-01,2016 Q1,2016-2017
03,2016,Dyslipidemia,Israeli,199,15658,2016-03-01,2016 Q1,2016-2017
04,2016,Dyslipidemia,Israeli,200,15858,2016-04-01,2016 Q1,2016-2017
05,2016,Dyslipidemia,Israeli,166,16024,2016-05-01,2016 Q2,2016-2017
06,2016,Dyslipidemia,Israeli,185,16209,2016-06-01,2016 Q2,2016-2017
07,2016,Dyslipidemia,Israeli,175,16384,2016-07-01,2016 Q2,2016-2017
08,2016,Dyslipidemia,Israeli,185,16569,2016-08-01,2016 Q2,2016-2017
09,2016,Dyslipidemia,Israeli,185,16754,2016-09-01,2016 Q3,2016-2017
10,2016,Dyslipidemia,Israeli,184,16938,2016-10-01,2016 Q3,2016-2017
11,2016,Dyslipidemia,Israeli,220,17158,2016-11-01,2016 Q3,2016-2017
12,2016,Dyslipidemia,Israeli,193,17351,2016-12-01,2016 Q3,2016-2017
01,2017,Dyslipidemia,Israeli,192,17543,2017-01-01,2017 Q1,2016-2017
02,2017,Dyslipidemia,Israeli,195,17738,2017-02-01,2017 Q1,2016-2017
03,2017,Dyslipidemia,Israeli,188,17926,2017-03-01,2017 Q1,2016-2017
04,2017,Dyslipidemia,Israeli,162,18088,2017-04-01,2017 Q1,2016-2017
05,2017,Dyslipidemia,Israeli,183,18271,2017-05-01,2017 Q2,2016-2017
06,2017,Dyslipidemia,Israeli,182,18453,2017-06-01,2017 Q2,2016-2017
07,2017,Dyslipidemia,Israeli,157,18610,2017-07-01,2017 Q2,2016-2017
08,2017,Dyslipidemia,Israeli,187,18797,2017-08-01,2017 Q2,2016-2017
09,2017,Dyslipidemia,Israeli,155,18952,2017-09-01,2017 Q3,2016-2017
10,2017,Dyslipidemia,Israeli,189,19141,2017-10-01,2017 Q3,2016-2017
11,2017,Dyslipidemia,Israeli,172,19313,2017-11-01,2017 Q3,2016-2017
12,2017,Dyslipidemia,Israeli,188,19501,2017-12-01,2017 Q3,2016-2017
01,2018,Dyslipidemia,Israeli,898,20399,2018-01-01,2018 Q1,2018-2019
02,2018,Dyslipidemia,Israeli,854,21253,2018-02-01,2018 Q1,2018-2019
03,2018,Dyslipidemia,Israeli,883,22136,2018-03-01,2018 Q1,2018-2019
04,2018,Dyslipidemia,Israeli,880,23016,2018-04-01,2018 Q1,2018-2019
05,2018,Dyslipidemia,Israeli,911,23927,2018-05-01,2018 Q2,2018-2019
06,2018,Dyslipidemia,Israeli,909,24836,2018-06-01,2018 Q2,2018-2019
07,2018,Dyslipidemia,Israeli,913,25749,2018-07-01,2018 Q2,2018-2019
08,2018,Dyslipidemia,Israeli,919,26668,2018-08-01,2018 Q2,2018-2019
09,2018,Dyslipidemia,Israeli,895,27563,2018-09-01,2018 Q3,2018-2019
10,2018,Dyslipidemia,Israeli,895,28458,2018-10-01,2018 Q3,2018-2019
11,2018,Dyslipidemia,Israeli,911,29369,2018-11-01,2018 Q3,2018-2019
12,2018,Dyslipidemia,Israeli,856,30225,2018-12-01,2018 Q3,2018-2019
01,2019,Dyslipidemia,Israeli,180,30405,2019-01-01,2019 Q1,2018-2019
02,2019,Dyslipidemia,Israeli,126,30531,2019-02-01,2019 Q1,2018-2019
03,2019,Dyslipidemia,Israeli,141,30672,2019-03-01,2019 Q1,2018-2019
04,2019,Dyslipidemia,Israeli,150,30822,2019-04-01,2019 Q1,2018-2019
05,2019,Dyslipidemia,Israeli,125,30947,2019-05-01,2019 Q2,2018-2019
06,2019,Dyslipidemia,Israeli,113,31060,2019-06-01,2019 Q2,2018-2019
07,2019,Dyslipidemia,Israeli,126,31186,2019-07-01,2019 Q2,2018-2019
08,2019,Dyslipidemia,Israeli,101,31287,2019-08-01,2019 Q2,2018-2019
09,2019,Dyslipidemia,Israeli,106,31393,2019-09-01,2019 Q3,2018-2019
10,2019,Dyslipidemia,Israeli,102,31495,2019-10-01,2019 Q3,2018-2019
11,2019,Dyslipidemia,Israeli,91,31586,2019-11-01,2019 Q3,2018-2019
12,2019,Dyslipidemia,Israeli,79,31665,2019-12-01,2019 Q3,2018-2019
01,2020,Dyslipidemia,Israeli,73,31738,2020-01-01,2020 Q1,2020-2021
02,2020,Dyslipidemia,Israeli,82,31820,2020-02-01,2020 Q1,2020-2021
03,2020,Dyslipidemia,Israeli,76,31896,2020-03-01,2020 Q1,2020-2021
04,2020,Dyslipidemia,Israeli,66,31962,2020-04-01,2020 Q1,2020-2021
05,2020,Dyslipidemia,Israeli,53,32015,2020-05-01,2020 Q2,2020-2021
06,2020,Dyslipidemia,Israeli,81,32096,2020-06-01,2020 Q2,2020-2021
07,2020,Dyslipidemia,Israeli,42,32138,2020-07-01,2020 Q2,2020-2021
08,2020,Dyslipidemia,Israeli,40,32178,2020-08-01,2020 Q2,2020-2021
09,2020,Dyslipidemia,Israeli,33,32211,2020-09-01,2020 Q3,2020-2021
10,2020,Dyslipidemia,Israeli,38,32249,2020-10-01,2020 Q3,2020-2021
11,2020,Dyslipidemia,Israeli,40,32289,2020-11-01,2020 Q3,2020-2021
12,2020,Dyslipidemia,Israeli,25,32314,2020-12-01,2020 Q3,2020-2021
01,2021,Dyslipidemia,Israeli,27,32341,2021-01-01,2021 Q1,2020-2021
02,2021,Dyslipidemia,Israeli,20,32361,2021-02-01,2021 Q1,2020-2021
03,2021,Dyslipidemia,Israeli,13,32374,2021-03-01,2021 Q1,2020-2021
